name,weighted_score,available,dns_status,growth_link,category
purenect,4.235,False,taken,True,growth_connection
scalenect,4.235,False,taken,True,growth_connection
seednect,4.235,False,taken,True,growth_connection
sparknect,4.235,False,taken,True,growth_connection
anchormesh,4.197,False,taken,True,growth_connection
apexmesh,4.197,False,taken_parked,True,growth_connection
beaconmesh,4.197,False,taken_parked,True,growth_connection
boldmesh,4.197,False,taken_parked,True,growth_connection
boostmesh,4.197,False,taken,True,growth_connection
bravemesh,4.197,False,taken,True,growth_connection
brightmesh,4.197,False,taken,True,growth_connection
buildmesh,4.197,False,taken,True,growth_connection
clearmesh,4.197,False,taken_parked,True,growth_connection
dashmesh,4.197,False,taken,True,growth_connection
drivemesh,4.197,False,taken_parked,True,growth_connection
forgemesh,4.197,False,taken_parked,True,growth_connection
freemesh,4.197,False,taken,True,growth_connection
freshmesh,4.197,False,taken_parked,True,growth_connection
fuelmesh,4.197,False,taken_parked,True,growth_connection
glowmesh,4.197,False,taken,True,growth_connection
growmesh,4.197,False,taken,True,growth_connection
harbormesh,4.197,False,taken_parked,True,growth_connection
ignitemesh,4.197,False,taken_parked,True,growth_connection
launchmesh,4.197,False,taken,True,growth_connection
liftmesh,4.197,False,taken_parked,True,growth_connection
nestmesh,4.197,False,taken_parked,True,growth_connection
novamesh,4.197,False,taken,True,growth_connection
openmesh,4.197,False,taken,True,growth_connection
orbitmesh,4.197,False,taken_parked,True,growth_connection
peakmesh,4.197,False,taken,True,growth_connection
primemesh,4.197,False,taken_parked,True,growth_connection
pulsemesh,4.197,False,taken_parked,True,growth_connection
puremesh,4.197,False,taken,True,growth_connection
pushmesh,4.197,False,taken_parked,True,growth_connection
rapidmesh,4.197,False,taken,True,growth_connection
risemesh,4.197,False,taken_parked,True,growth_connection
rootmesh,4.197,False,taken_parked,True,growth_connection
scalemesh,4.197,False,taken_parked,True,growth_connection
seedmesh,4.197,False,taken_parked,True,growth_connection
shinemesh,4.197,False,taken,True,growth_connection
soarmesh,4.197,False,taken,True,growth_connection
sparkmesh,4.197,False,taken,True,growth_connection
surgemesh,4.197,False,taken,True,growth_connection
swiftmesh,4.197,False,taken,True,growth_connection
thrivemesh,4.197,False,taken_parked,True,growth_connection
truemesh,4.197,False,taken,True,growth_connection
vividmesh,4.197,False,taken_parked,True,growth_connection
artistcataly,4.195,True,likely_available,False,audience_growth
artistignite,4.195,True,likely_available,False,audience_growth
directcataly,4.195,True,likely_available,False,audience_growth
directignite,4.195,True,likely_available,False,audience_growth
indiecataly,4.195,True,likely_available,False,audience_growth
scenecataly,4.195,True,likely_available,False,audience_growth
stagecataly,4.195,True,likely_available,False,audience_growth
tribecataly,4.195,True,likely_available,False,audience_growth
venuecataly,4.195,True,likely_available,False,audience_growth
opennect,4.186,False,taken,True,growth_connection
bloommesh,4.147,False,taken,True,growth_connection
apexlynk,4.125,False,taken,True,growth_connection
baselynk,4.125,False,taken,True,blend
boostlynk,4.125,False,taken,True,growth_connection
buildlynk,4.125,False,taken,True,growth_connection
clearlynk,4.125,False,taken,True,growth_connection
craftlynk,4.125,False,taken,True,blend
crowdlynk,4.125,False,taken,True,audience_connection
dashlynk,4.125,False,taken,True,growth_connection
drivelynk,4.125,False,taken,True,growth_connection
echolynk,4.125,False,taken,True,blend
fanlynk,4.125,False,taken,True,audience_connection
forgelynk,4.125,False,taken,True,growth_connection
freelynk,4.125,False,taken_parked,True,growth_connection
freshlynk,4.125,False,taken,True,growth_connection
growlynk,4.125,False,taken_parked,True,growth_connection
havenlynk,4.125,False,taken,True,blend
homelynk,4.125,False,taken,True,blend
indielynk,4.125,False,taken,True,audience_connection
liftlynk,4.125,False,taken,True,growth_connection
meshlynk,4.125,False,taken,True,blend
nestlynk,4.125,False,taken,True,growth_connection
nexlynk,4.125,False,taken,True,blend
novalynk,4.125,False,taken,True,growth_connection
openlynk,4.125,False,taken,True,growth_connection
orbitlynk,4.125,False,taken,True,growth_connection
pulselynk,4.125,False,taken,True,growth_connection
purelynk,4.125,False,taken,True,growth_connection
pushlynk,4.125,False,taken,True,growth_connection
rapidlynk,4.125,False,taken_parked,True,growth_connection
riselynk,4.125,False,taken,True,growth_connection
rootlynk,4.125,False,taken,True,growth_connection
seedlynk,4.125,False,taken,True,growth_connection
showlynk,4.125,False,taken,True,blend
stagelynk,4.125,False,taken,True,audience_connection
swiftlynk,4.125,False,taken,True,growth_connection
tracklynk,4.125,False,taken,True,blend
tribelynk,4.125,False,taken,True,audience_connection
truelynk,4.125,False,taken,True,growth_connection
wavelynk,4.125,False,taken_parked,True,blend
beaconnect,4.098,False,taken_parked,True,growth_connection
fuellynk,4.076,False,taken,True,growth_connection
lynkbase,4.07,False,taken,True,blend
lynkcore,4.07,False,taken_parked,True,blend
lynkforge,4.07,False,taken,True,blend
lynkhub,4.07,False,taken,True,blend
lynklive,4.07,False,taken,True,blend
lynkone,4.07,False,taken,True,blend
lynkos,4.07,False,taken_parked,True,blend
lynktrack,4.07,False,taken,True,blend
lynktribe,4.07,False,taken,True,blend
anchorbase,4.065,False,taken,True,growth_connection
anchorbond,4.065,False,taken,True,growth_connection
anchorcore,4.065,False,taken,True,growth_connection
anchorecho,4.065,False,taken,True,growth_connection
anchorflow,4.065,False,taken,True,growth_connection
anchorfuse,4.065,False,taken_parked,True,growth_connection
anchorgrid,4.065,False,taken_parked,True,growth_connection
anchorhub,4.065,False,taken,True,growth_connection
anchorknit,4.065,False,taken,True,growth_connection
anchorlane,4.065,False,taken_parked,True,growth_connection
anchorloop,4.065,False,taken_parked,True,growth_connection
anchormeet,4.065,False,taken,True,growth_connection
anchornest,4.065,False,taken_parked,True,growth_connection
anchornet,4.065,False,taken_parked,True,growth_connection
anchornode,4.065,False,taken_parked,True,growth_connection
anchorpath,4.065,False,taken,True,growth_connection
anchorport,4.065,False,taken_parked,True,growth_connection
anchorspot,4.065,False,taken_parked,True,growth_connection
anchorsync,4.065,False,taken_parked,True,growth_connection
anchortie,4.065,False,taken,True,growth_connection
anchorwave,4.065,False,taken,True,growth_connection
anchorweb,4.065,False,taken_parked,True,growth_connection
anchorwire,4.065,False,taken_parked,True,growth_connection
apexalign,4.065,False,taken,True,growth_connection
apexbase,4.065,False,taken,True,growth_connection
apexblend,4.065,False,taken,True,growth_connection
apexbond,4.065,False,taken_parked,True,growth_connection
apexbridge,4.065,False,taken_parked,True,growth_connection
apexchain,4.065,False,taken,True,growth_connection
apexcircle,4.065,False,taken_parked,True,growth_connection
apexcore,4.065,False,taken,True,growth_connection
apexdock,4.065,False,taken_parked,True,growth_connection
apexecho,4.065,False,taken,True,growth_connection
apexflow,4.065,False,taken,True,growth_connection
apexfuse,4.065,False,taken,True,growth_connection
apexgrid,4.065,False,taken_parked,True,growth_connection
apexhub,4.065,False,taken_parked,True,growth_connection
apexjoin,4.065,False,taken,True,growth_connection
apexlane,4.065,False,taken,True,growth_connection
apexline,4.065,False,taken_parked,True,growth_connection
apexlink,4.065,False,taken,True,growth_connection
apexloop,4.065,False,taken_parked,True,growth_connection
apexmeet,4.065,False,taken,True,growth_connection
apexmerge,4.065,False,taken,True,growth_connection
apexnest,4.065,False,taken,True,growth_connection
apexnet,4.065,False,taken,True,growth_connection
apexnode,4.065,False,taken,True,growth_connection
apexpath,4.065,False,taken,True,growth_connection
apexport,4.065,False,taken_parked,True,growth_connection
apexrelay,4.065,False,taken,True,growth_connection
apexring,4.065,False,taken,True,growth_connection
apexroute,4.065,False,taken,True,growth_connection
apexsignal,4.065,False,taken,True,growth_connection
apexspot,4.065,False,taken_parked,True,growth_connection
apexsync,4.065,False,taken_parked,True,growth_connection
apextrail,4.065,False,taken_parked,True,growth_connection
apexunion,4.065,False,taken,True,growth_connection
apexwave,4.065,False,taken,True,growth_connection
apexweave,4.065,False,taken,True,growth_connection
apexweb,4.065,False,taken,True,growth_connection
apexwire,4.065,False,taken,True,growth_connection
beaconbase,4.065,False,taken_parked,True,growth_connection
beaconbond,4.065,False,taken_parked,True,growth_connection
beaconcore,4.065,False,taken_parked,True,growth_connection
beacondock,4.065,False,taken_parked,True,growth_connection
beaconecho,4.065,False,taken,True,growth_connection
beaconflow,4.065,False,taken,True,growth_connection
beaconfuse,4.065,False,taken_parked,True,growth_connection
beacongrid,4.065,False,taken,True,growth_connection
beaconhub,4.065,False,taken_parked,True,growth_connection
beaconlane,4.065,False,taken_parked,True,growth_connection
beaconline,4.065,False,taken_parked,True,growth_connection
beaconloop,4.065,False,taken_parked,True,growth_connection
beaconmeet,4.065,False,taken,True,growth_connection
beaconpath,4.065,False,taken,True,growth_connection
beaconport,4.065,False,taken_parked,True,growth_connection
beaconring,4.065,False,taken,True,growth_connection
beaconspot,4.065,False,taken_parked,True,growth_connection
beaconwave,4.065,False,taken_parked,True,growth_connection
beaconwire,4.065,False,taken,True,growth_connection
bloomalign,4.065,False,taken,True,growth_connection
bloombase,4.065,False,taken,True,growth_connection
bloomblend,4.065,False,taken_parked,True,growth_connection
bloombond,4.065,False,taken,True,growth_connection
bloomchain,4.065,False,taken,True,growth_connection
bloomcore,4.065,False,taken_parked,True,growth_connection
bloomdock,4.065,False,taken_parked,True,growth_connection
bloomecho,4.065,False,taken_parked,True,growth_connection
bloomflow,4.065,False,taken,True,growth_connection
bloomfuse,4.065,False,taken_parked,True,growth_connection
bloomgrid,4.065,False,taken_parked,True,growth_connection
bloomhub,4.065,False,taken,True,growth_connection
bloomjoin,4.065,False,taken,True,growth_connection
bloomknit,4.065,False,taken,True,growth_connection
bloomlane,4.065,False,taken_parked,True,growth_connection
bloomline,4.065,False,taken,True,growth_connection
bloomlink,4.065,False,taken,True,growth_connection
bloomloop,4.065,False,taken_parked,True,growth_connection
bloomnest,4.065,False,taken_parked,True,growth_connection
bloomnet,4.065,False,taken,True,growth_connection
bloomnode,4.065,False,taken,True,growth_connection
bloompath,4.065,False,taken_parked,True,growth_connection
bloomport,4.065,False,taken_parked,True,growth_connection
bloomrelay,4.065,False,taken,True,growth_connection
bloomring,4.065,False,taken,True,growth_connection
bloomroute,4.065,False,taken_parked,True,growth_connection
bloomspot,4.065,False,taken,True,growth_connection
bloomsync,4.065,False,taken_parked,True,growth_connection
bloomtie,4.065,False,taken,True,growth_connection
bloomtrail,4.065,False,taken_parked,True,growth_connection
bloomunion,4.065,False,taken,True,growth_connection
bloomwave,4.065,False,taken,True,growth_connection
bloomweave,4.065,False,taken,True,growth_connection
bloomweb,4.065,False,taken,True,growth_connection
bloomwire,4.065,False,parked_or_active_no_ns,True,growth_connection
boldalign,4.065,False,taken_parked,True,growth_connection
boldbase,4.065,False,taken,True,growth_connection
boldblend,4.065,False,taken,True,growth_connection
boldbond,4.065,False,taken_parked,True,growth_connection
boldbridge,4.065,False,taken,True,growth_connection
boldchain,4.065,False,taken_parked,True,growth_connection
boldcircle,4.065,False,taken_parked,True,growth_connection
boldcore,4.065,False,taken,True,growth_connection
boldecho,4.065,False,taken,True,growth_connection
boldflow,4.065,False,taken_parked,True,growth_connection
boldfuse,4.065,False,taken_parked,True,growth_connection
boldgrid,4.065,False,taken,True,growth_connection
boldhub,4.065,False,taken_parked,True,growth_connection
boldlane,4.065,False,taken_parked,True,growth_connection
boldline,4.065,False,taken_parked,True,growth_connection
boldlink,4.065,False,taken,True,growth_connection
boldloop,4.065,False,taken,True,growth_connection
boldmeet,4.065,False,taken_parked,True,growth_connection
boldmerge,4.065,False,taken_parked,True,growth_connection
boldnest,4.065,False,taken,True,growth_connection
boldnet,4.065,False,taken,True,growth_connection
boldnode,4.065,False,taken_parked,True,growth_connection
boldpath,4.065,False,taken,True,growth_connection
boldport,4.065,False,taken,True,growth_connection
boldrelay,4.065,False,taken,True,growth_connection
boldring,4.065,False,taken_parked,True,growth_connection
boldroute,4.065,False,taken_parked,True,growth_connection
boldsignal,4.065,False,taken,True,growth_connection
boldspot,4.065,False,parked_or_active_no_ns,True,growth_connection
boldsync,4.065,False,taken_parked,True,growth_connection
boldtie,4.065,False,taken,True,growth_connection
boldtrail,4.065,False,taken,True,growth_connection
boldunion,4.065,False,taken,True,growth_connection
boldweave,4.065,False,taken_parked,True,growth_connection
boldweb,4.065,False,taken,True,growth_connection
boldwire,4.065,False,taken_parked,True,growth_connection
boostalign,4.065,False,taken_parked,True,growth_connection
boostbase,4.065,False,taken,True,growth_connection
boostblend,4.065,False,parked_or_active_no_ns,True,growth_connection
boostbond,4.065,False,taken_parked,True,growth_connection
boostchain,4.065,False,taken,True,growth_connection
boostcore,4.065,False,taken_parked,True,growth_connection
boostdock,4.065,False,taken_parked,True,growth_connection
boostecho,4.065,False,taken_parked,True,growth_connection
boostflow,4.065,False,taken,True,growth_connection
boostfuse,4.065,False,taken_parked,True,growth_connection
boostgrid,4.065,False,taken_parked,True,growth_connection
boosthub,4.065,False,taken,True,growth_connection
boostlane,4.065,False,taken,True,growth_connection
boostline,4.065,False,taken,True,growth_connection
boostlink,4.065,False,taken_parked,True,growth_connection
boostloop,4.065,False,taken,True,growth_connection
boostmeet,4.065,False,taken,True,growth_connection
boostmerge,4.065,False,taken_parked,True,growth_connection
boostnest,4.065,False,taken,True,growth_connection
boostnet,4.065,False,taken_parked,True,growth_connection
boostnode,4.065,False,taken,True,growth_connection
boostpath,4.065,False,taken_parked,True,growth_connection
boostport,4.065,False,taken,True,growth_connection
boostrelay,4.065,False,taken,True,growth_connection
boostring,4.065,False,taken_parked,True,growth_connection
boostroute,4.065,False,taken_parked,True,growth_connection
boostspot,4.065,False,taken_parked,True,growth_connection
boostsync,4.065,False,taken_parked,True,growth_connection
boostunion,4.065,False,taken_parked,True,growth_connection
boostwave,4.065,False,parked_or_active_no_ns,True,growth_connection
boostweb,4.065,False,taken_parked,True,growth_connection
boostwire,4.065,False,taken,True,growth_connection
bravealign,4.065,False,taken_parked,True,growth_connection
bravebase,4.065,False,taken_parked,True,growth_connection
braveblend,4.065,False,taken_parked,True,growth_connection
bravebond,4.065,False,taken_parked,True,growth_connection
bravechain,4.065,False,taken_parked,True,growth_connection
bravecore,4.065,False,taken_parked,True,growth_connection
braveecho,4.065,False,parked_or_active_no_ns,True,growth_connection
braveflow,4.065,False,taken_parked,True,growth_connection
bravegrid,4.065,False,taken_parked,True,growth_connection
bravehub,4.065,False,taken,True,growth_connection
bravejoin,4.065,False,taken_parked,True,growth_connection
braveknit,4.065,False,taken,True,growth_connection
bravelane,4.065,False,taken_parked,True,growth_connection
braveline,4.065,False,taken,True,growth_connection
bravelink,4.065,False,taken,True,growth_connection
braveloop,4.065,False,taken_parked,True,growth_connection
bravemerge,4.065,False,taken_parked,True,growth_connection
bravenest,4.065,False,taken_parked,True,growth_connection
bravenet,4.065,False,taken,True,growth_connection
bravenode,4.065,False,taken_parked,True,growth_connection
bravepath,4.065,False,parked_or_active_no_ns,True,growth_connection
braveport,4.065,False,taken,True,growth_connection
bravering,4.065,False,taken,True,growth_connection
braveroute,4.065,False,taken_parked,True,growth_connection
bravespot,4.065,False,taken_parked,True,growth_connection
bravesync,4.065,False,taken_parked,True,growth_connection
bravetrail,4.065,False,taken_parked,True,growth_connection
braveunion,4.065,False,taken_parked,True,growth_connection
bravewave,4.065,False,taken,True,growth_connection
braveweb,4.065,False,taken_parked,True,growth_connection
bravewire,4.065,False,taken,True,growth_connection
brightbond,4.065,False,taken,True,growth_connection
brightcore,4.065,False,taken,True,growth_connection
brightdock,4.065,False,taken,True,growth_connection
brightecho,4.065,False,taken,True,growth_connection
brightflow,4.065,False,taken,True,growth_connection
brightfuse,4.065,False,taken,True,growth_connection
brightgrid,4.065,False,taken,True,growth_connection
brighthub,4.065,False,taken,True,growth_connection
brightlane,4.065,False,taken,True,growth_connection
brightline,4.065,False,taken,True,growth_connection
brightloop,4.065,False,taken,True,growth_connection
brightmeet,4.065,False,taken,True,growth_connection
brightnest,4.065,False,taken,True,growth_connection
brightnet,4.065,False,taken,True,growth_connection
brightpath,4.065,False,taken,True,growth_connection
brightport,4.065,False,taken,True,growth_connection
brightring,4.065,False,taken,True,growth_connection
brightspot,4.065,False,taken,True,growth_connection
brightsync,4.065,False,taken,True,growth_connection
brightwave,4.065,False,taken,True,growth_connection
brightweb,4.065,False,taken,True,growth_connection
brightwire,4.065,False,taken_parked,True,growth_connection
buildalign,4.065,False,taken,True,growth_connection
buildbase,4.065,False,taken,True,growth_connection
buildbond,4.065,False,taken_parked,True,growth_connection
buildchain,4.065,False,taken,True,growth_connection
buildcore,4.065,False,taken,True,growth_connection
buildecho,4.065,False,taken_parked,True,growth_connection
buildflow,4.065,False,taken,True,growth_connection
buildfuse,4.065,False,taken_parked,True,growth_connection
buildhub,4.065,False,taken,True,growth_connection
buildlane,4.065,False,taken,True,growth_connection
buildline,4.065,False,taken,True,growth_connection
buildlink,4.065,False,taken,True,growth_connection
buildloop,4.065,False,taken,True,growth_connection
buildmeet,4.065,False,taken_parked,True,growth_connection
buildmerge,4.065,False,taken_parked,True,growth_connection
buildnest,4.065,False,parked_or_active_no_ns,True,growth_connection
buildnet,4.065,False,taken,True,growth_connection
buildnode,4.065,False,taken_parked,True,growth_connection
buildport,4.065,False,taken,True,growth_connection
buildrelay,4.065,False,taken_parked,True,growth_connection
buildring,4.065,False,taken_parked,True,growth_connection
buildroute,4.065,False,parked_or_active_no_ns,True,growth_connection
buildspot,4.065,False,taken,True,growth_connection
buildtrail,4.065,False,taken_parked,True,growth_connection
buildunion,4.065,False,taken,True,growth_connection
buildwave,4.065,False,taken,True,growth_connection
buildweave,4.065,False,taken,True,growth_connection
buildweb,4.065,False,taken,True,growth_connection
buildwire,4.065,False,taken,True,growth_connection
catalyweb,4.065,False,taken,True,growth_connection
clearalign,4.065,False,taken,True,growth_connection
clearblend,4.065,False,parked_or_active_no_ns,True,growth_connection
clearbond,4.065,False,taken_parked,True,growth_connection
clearchain,4.065,False,taken,True,growth_connection
clearcore,4.065,False,taken,True,growth_connection
cleardock,4.065,False,taken,True,growth_connection
clearecho,4.065,False,taken,True,growth_connection
clearflow,4.065,False,taken,True,growth_connection
clearfuse,4.065,False,taken,True,growth_connection
cleargrid,4.065,False,taken,True,growth_connection
clearhub,4.065,False,taken_parked,True,growth_connection
clearjoin,4.065,False,taken_parked,True,growth_connection
clearknit,4.065,False,taken,True,growth_connection
clearlane,4.065,False,taken,True,growth_connection
clearline,4.065,False,taken,True,growth_connection
clearlink,4.065,False,taken,True,growth_connection
clearloop,4.065,False,taken,True,growth_connection
clearmeet,4.065,False,taken,True,growth_connection
clearmerge,4.065,False,taken_parked,True,growth_connection
clearnest,4.065,False,taken_parked,True,growth_connection
clearnet,4.065,False,taken,True,growth_connection
clearnode,4.065,False,taken,True,growth_connection
clearpath,4.065,False,taken,True,growth_connection
clearport,4.065,False,taken,True,growth_connection
clearspot,4.065,False,taken,True,growth_connection
clearsync,4.065,False,taken_parked,True,growth_connection
cleartie,4.065,False,taken,True,growth_connection
clearunion,4.065,False,taken_parked,True,growth_connection
clearwave,4.065,False,taken,True,growth_connection
clearweave,4.065,False,taken,True,growth_connection
clearweb,4.065,False,taken,True,growth_connection
clearwire,4.065,False,taken,True,growth_connection
dashalign,4.065,False,taken,True,growth_connection
dashbase,4.065,False,taken,True,growth_connection
dashblend,4.065,False,taken_parked,True,growth_connection
dashbond,4.065,False,taken_parked,True,growth_connection
dashbridge,4.065,False,taken,True,growth_connection
dashchain,4.065,False,taken_parked,True,growth_connection
dashcircle,4.065,False,taken_parked,True,growth_connection
dashcore,4.065,False,taken,True,growth_connection
dashdock,4.065,False,taken_parked,True,growth_connection
dashecho,4.065,False,taken,True,growth_connection
dashflow,4.065,False,taken,True,growth_connection
dashfuse,4.065,False,taken,True,growth_connection
dashgrid,4.065,False,taken,True,growth_connection
dashjoin,4.065,False,taken,True,growth_connection
dashlane,4.065,False,taken,True,growth_connection
dashline,4.065,False,taken,True,growth_connection
dashlink,4.065,False,taken,True,growth_connection
dashloop,4.065,False,taken,True,growth_connection
dashmeet,4.065,False,taken,True,growth_connection
dashmerge,4.065,False,taken,True,growth_connection
dashnest,4.065,False,taken_parked,True,growth_connection
dashnet,4.065,False,taken,True,growth_connection
dashnode,4.065,False,taken_parked,True,growth_connection
dashpath,4.065,False,taken_parked,True,growth_connection
dashport,4.065,False,taken,True,growth_connection
dashrelay,4.065,False,taken,True,growth_connection
dashring,4.065,False,taken_parked,True,growth_connection
dashroute,4.065,False,taken_parked,True,growth_connection
dashsignal,4.065,False,taken_parked,True,growth_connection
dashspot,4.065,False,taken,True,growth_connection
dashsync,4.065,False,taken,True,growth_connection
dashtie,4.065,False,taken,True,growth_connection
dashtrail,4.065,False,taken_parked,True,growth_connection
dashwave,4.065,False,taken,True,growth_connection
dashweave,4.065,False,taken_parked,True,growth_connection
dashweb,4.065,False,taken,True,growth_connection
dashwire,4.065,False,taken,True,growth_connection
drivealign,4.065,False,taken,True,growth_connection
drivebase,4.065,False,taken,True,growth_connection
driveblend,4.065,False,taken,True,growth_connection
drivebond,4.065,False,taken,True,growth_connection
drivechain,4.065,False,taken,True,growth_connection
drivecore,4.065,False,taken,True,growth_connection
drivedock,4.065,False,taken,True,growth_connection
driveecho,4.065,False,taken,True,growth_connection
driveflow,4.065,False,taken,True,growth_connection
drivefuse,4.065,False,taken,True,growth_connection
drivegrid,4.065,False,taken_parked,True,growth_connection
drivehub,4.065,False,taken,True,growth_connection
drivelane,4.065,False,taken,True,growth_connection
driveline,4.065,False,taken,True,growth_connection
driveloop,4.065,False,taken,True,growth_connection
drivemeet,4.065,False,taken,True,growth_connection
drivenest,4.065,False,taken,True,growth_connection
drivenode,4.065,False,taken,True,growth_connection
drivepath,4.065,False,taken_parked,True,growth_connection
driveport,4.065,False,taken,True,growth_connection
driverelay,4.065,False,taken,True,growth_connection
drivering,4.065,False,taken_parked,True,growth_connection
driveroute,4.065,False,taken_parked,True,growth_connection
drivespot,4.065,False,taken,True,growth_connection
drivesync,4.065,False,taken,True,growth_connection
drivetrail,4.065,False,taken_parked,True,growth_connection
driveunion,4.065,False,taken_parked,True,growth_connection
drivewave,4.065,False,taken_parked,True,growth_connection
driveweb,4.065,False,taken,True,growth_connection
drivewire,4.065,False,taken,True,growth_connection
elevcore,4.065,False,taken,True,growth_connection
elevflow,4.065,False,taken,True,growth_connection
elevgrid,4.065,False,taken,True,growth_connection
elevhub,4.065,False,taken,True,growth_connection
elevnest,4.065,False,taken,True,growth_connection
elevnet,4.065,False,taken,True,growth_connection
elevpath,4.065,False,taken,True,growth_connection
elevweb,4.065,False,taken,True,growth_connection
fanlink,4.065,False,taken,True,audience_connection
flamebase,4.065,False,taken_parked,True,growth_connection
flamebond,4.065,False,taken,True,growth_connection
flamechain,4.065,False,taken,True,growth_connection
flamecore,4.065,False,taken,True,growth_connection
flamedock,4.065,False,taken_parked,True,growth_connection
flameecho,4.065,False,taken_parked,True,growth_connection
flameflow,4.065,False,taken_parked,True,growth_connection
flamefuse,4.065,False,taken_parked,True,growth_connection
flamehub,4.065,False,taken_parked,True,growth_connection
flamelane,4.065,False,taken,True,growth_connection
flameline,4.065,False,taken_parked,True,growth_connection
flamelink,4.065,False,taken,True,growth_connection
flameloop,4.065,False,taken,True,growth_connection
flamemerge,4.065,False,taken_parked,True,growth_connection
flamenest,4.065,False,taken,True,growth_connection
flamenet,4.065,False,taken_parked,True,growth_connection
flamenode,4.065,False,taken,True,growth_connection
flamepath,4.065,False,taken_parked,True,growth_connection
flameport,4.065,False,taken,True,growth_connection
flamerelay,4.065,False,taken,True,growth_connection
flamering,4.065,False,taken,True,growth_connection
flameroute,4.065,False,taken_parked,True,growth_connection
flamespot,4.065,False,taken,True,growth_connection
flamesync,4.065,False,taken,True,growth_connection
flametrail,4.065,False,taken_parked,True,growth_connection
flamewave,4.065,False,taken,True,growth_connection
flameweave,4.065,False,taken,True,growth_connection
flameweb,4.065,False,taken_parked,True,growth_connection
flamewire,4.065,False,taken,True,growth_connection
flourbase,4.065,False,taken,True,growth_connection
flourbond,4.065,False,taken,True,growth_connection
flourflow,4.065,False,taken,True,growth_connection
flourhub,4.065,False,taken_parked,True,growth_connection
flourlane,4.065,False,taken,True,growth_connection
flourline,4.065,False,taken,True,growth_connection
flournest,4.065,False,taken_parked,True,growth_connection
flourunion,4.065,False,taken,True,growth_connection
forgebase,4.065,False,taken,True,growth_connection
forgeblend,4.065,False,taken_parked,True,growth_connection
forgebond,4.065,False,taken_parked,True,growth_connection
forgechain,4.065,False,taken_parked,True,growth_connection
forgecore,4.065,False,taken,True,growth_connection
forgedock,4.065,False,taken,True,growth_connection
forgeecho,4.065,False,taken_parked,True,growth_connection
forgeflow,4.065,False,taken,True,growth_connection
forgefuse,4.065,False,taken,True,growth_connection
forgegrid,4.065,False,taken,True,growth_connection
forgehub,4.065,False,taken,True,growth_connection
forgelane,4.065,False,taken_parked,True,growth_connection
forgeline,4.065,False,taken,True,growth_connection
forgelink,4.065,False,taken,True,growth_connection
forgeloop,4.065,False,taken_parked,True,growth_connection
forgemeet,4.065,False,taken_parked,True,growth_connection
forgemerge,4.065,False,taken_parked,True,growth_connection
forgenest,4.065,False,taken_parked,True,growth_connection
forgenet,4.065,False,taken_parked,True,growth_connection
forgenode,4.065,False,taken,True,growth_connection
forgepath,4.065,False,taken,True,growth_connection
forgerelay,4.065,False,taken,True,growth_connection
forgering,4.065,False,taken,True,growth_connection
forgeroute,4.065,False,taken,True,growth_connection
forgespot,4.065,False,taken_parked,True,growth_connection
forgesync,4.065,False,taken_parked,True,growth_connection
forgetrail,4.065,False,taken_parked,True,growth_connection
forgeunion,4.065,False,taken,True,growth_connection
forgewave,4.065,False,taken,True,growth_connection
forgeweave,4.065,False,taken,True,growth_connection
forgeweb,4.065,False,taken,True,growth_connection
forgewire,4.065,False,taken,True,growth_connection
freealign,4.065,False,taken_parked,True,growth_connection
freebase,4.065,False,taken,True,growth_connection
freeblend,4.065,False,taken,True,growth_connection
freebond,4.065,False,taken_parked,True,growth_connection
freebridge,4.065,False,taken_parked,True,growth_connection
freechain,4.065,False,taken,True,growth_connection
freecircle,4.065,False,taken_parked,True,growth_connection
freecore,4.065,False,taken,True,growth_connection
freedock,4.065,False,taken_parked,True,growth_connection
freeecho,4.065,False,taken,True,growth_connection
freeflow,4.065,False,taken,True,growth_connection
freefuse,4.065,False,taken,True,growth_connection
freegather,4.065,False,taken_parked,True,growth_connection
freegrid,4.065,False,taken,True,growth_connection
freehub,4.065,False,taken,True,growth_connection
freejoin,4.065,False,taken_parked,True,growth_connection
freeknit,4.065,False,taken_parked,True,growth_connection
freelink,4.065,False,taken,True,growth_connection
freeloop,4.065,False,taken_parked,True,growth_connection
freemeet,4.065,False,taken,True,growth_connection
freemerge,4.065,False,taken,True,growth_connection
freenest,4.065,False,taken_parked,True,growth_connection
freenet,4.065,False,taken,True,growth_connection
freenode,4.065,False,taken,True,growth_connection
freepath,4.065,False,taken,True,growth_connection
freeport,4.065,False,taken,True,growth_connection
freerelay,4.065,False,taken_parked,True,growth_connection
freering,4.065,False,taken_parked,True,growth_connection
freeroute,4.065,False,taken_parked,True,growth_connection
freesignal,4.065,False,taken_parked,True,growth_connection
freespot,4.065,False,taken,True,growth_connection
freesync,4.065,False,taken,True,growth_connection
freetie,4.065,False,taken_parked,True,growth_connection
freetrail,4.065,False,taken,True,growth_connection
freeunion,4.065,False,taken,True,growth_connection
freewave,4.065,False,taken,True,growth_connection
freeweave,4.065,False,taken_parked,True,growth_connection
freeweb,4.065,False,taken,True,growth_connection
freewire,4.065,False,taken,True,growth_connection
freshalign,4.065,False,taken_parked,True,growth_connection
freshbase,4.065,False,taken_parked,True,growth_connection
freshblend,4.065,False,taken,True,growth_connection
freshbond,4.065,False,taken,True,growth_connection
freshchain,4.065,False,taken,True,growth_connection
